area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.26, CI~95%~[-0.81, 0.29], pd = 82.2%, ps = 71.7%, BF~10~ = 0.14",-0.26,"[-0.81, 0.29]",0.822,0.717,0.14,8228.7,1
Laboratory and Cellular,Hematocrit,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -1.11, CI~95%~[-3.45, 1.28], pd = 81.8%, ps = 79.7%, BF~10~ = 0.61",-1.11,"[-3.45, 1.28]",0.818,0.797,0.61,6758.7,1.001
Laboratory and Cellular,Hematocrit,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.6, CI~95%~[-1.16, -0.05], pd = 98.3%, ps = 96.1%, BF~10~ = 0.86",-0.6,"[-1.16, -0.05]",0.983,0.961,0.86,10342.1,1
Laboratory and Cellular,Hematocrit,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.83, CI~95%~[0.01, 1.63], pd = 97.7%, ps = 95.9%, BF~10~ = 0.91",0.83,"[0.01, 1.63]",0.977,0.959,0.91,12133.6,1
Laboratory and Cellular,Hematocrit,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.29, CI~95%~[-0.25, 0.88], pd = 84.6%, ps = 74.7%, BF~10~ = 0.16",0.29,"[-0.25, 0.88]",0.846,0.747,0.16,9876.9,1
Laboratory and Cellular,Hematocrit,[Pathologies: Obesity (Yes)],"$\beta$ = -0.31, CI~95%~[-1.03, 0.35], pd = 81.1%, ps = 72.2%, BF~10~ = 0.17",-0.31,"[-1.03, 0.35]",0.811,0.722,0.17,10091.8,1
Laboratory and Cellular,Hematocrit,[Sex: Female],"$\beta$ = -1.39, CI~95%~[-1.75, -1.03], pd = 100%, ps = 100%, BF~10~ = 4321.83",-1.39,"[-1.75, -1.03]",1,1,4321.83,11274.1,1
Laboratory and Cellular,Leucocytes,[Age],"$\beta$ = -0.24, CI~95%~[-0.53, 0.02], pd = 96.1%, ps = 84.8%, BF~10~ = 0.21",-0.24,"[-0.53, 0.02]",0.961,0.848,0.21,9636.9,1
Laboratory and Cellular,Leucocytes,[Education level: Linear],"$\beta$ = 1.34, CI~95%~[-1.19, 3.84], pd = 84.8%, ps = 82.8%, BF~10~ = 0.71",1.34,"[-1.19, 3.84]",0.848,0.828,0.71,9940,1
Laboratory and Cellular,Leucocytes,[PCOV NoS],"$\beta$ = 0.65, CI~95%~[-0.35, 1.68], pd = 90.8%, ps = 87%, BF~10~ = 0.4",0.65,"[-0.35, 1.68]",0.908,0.87,0.4,9094.1,1
Laboratory and Cellular,Leucocytes,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.19, CI~95%~[-0.06, 0.42], pd = 94%, ps = 76.5%, BF~10~ = 0.13",0.19,"[-0.06, 0.42]",0.94,0.765,0.13,11930.1,1
Laboratory and Cellular,Leucocytes,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.45, CI~95%~[-1.34, 0.46], pd = 83.8%, ps = 78%, BF~10~ = 0.25",-0.45,"[-1.34, 0.46]",0.838,0.78,0.25,12190.8,1
Laboratory and Cellular,Leucocytes,[PCOV NoS] x [Sex: Female],"$\beta$ = -0.38, CI~95%~[-0.97, 0.24], pd = 88.9%, ps = 81.9%, BF~10~ = 0.22",-0.38,"[-0.97, 0.24]",0.889,0.819,0.22,11886.3,1
Laboratory and Cellular,Leucocytes,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.54, CI~95%~[-0.15, 1.28], pd = 93.5%, ps = 88.8%, BF~10~ = 0.34",0.54,"[-0.15, 1.28]",0.935,0.888,0.34,13407.6,1
Laboratory and Cellular,Leucocytes,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.59, CI~95%~[-1.34, 0.18], pd = 93.8%, ps = 89.8%, BF~10~ = 0.4",-0.59,"[-1.34, 0.18]",0.938,0.898,0.4,12450.4,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.27, CI~95%~[-0.52, -0.02], pd = 98.4%, ps = 91%, BF~10~ = 0.39",-0.27,"[-0.52, -0.02]",0.984,0.91,0.39,12061.7,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.8, CI~95%~[-1.55, -0.07], pd = 98.4%, ps = 96.9%, BF~10~ = 1.18",-0.8,"[-1.55, -0.07]",0.984,0.969,1.18,12124.9,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.35, CI~95%~[-1.04, 0.31], pd = 84.3%, ps = 76.3%, BF~10~ = 0.2",-0.35,"[-1.04, 0.31]",0.843,0.763,0.2,12108.4,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.76, CI~95%~[0.15, 1.4], pd = 99%, ps = 98.1%, BF~10~ = 1.71",0.76,"[0.15, 1.4]",0.99,0.981,1.71,10478.1,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 1.02, CI~95%~[-0.06, 2.11], pd = 96.3%, ps = 95%, BF~10~ = 0.97",1.02,"[-0.06, 2.11]",0.963,0.95,0.97,12455.8,1
Laboratory and Cellular,Leucocytes,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.49, CI~95%~[-0.06, 1.05], pd = 95.7%, ps = 91.9%, BF~10~ = 0.46",0.49,"[-0.06, 1.05]",0.957,0.919,0.46,11633.8,1
Laboratory and Cellular,Leucocytes,[Pathologies: Obesity (Yes)],"$\beta$ = 0.83, CI~95%~[-0.07, 1.74], pd = 96.2%, ps = 93.8%, BF~10~ = 0.67",0.83,"[-0.07, 1.74]",0.962,0.938,0.67,11798.1,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS],"$\beta$ = -0.52, CI~95%~[-1.55, 0.51], pd = 83.8%, ps = 78.8%, BF~10~ = 0.29",-0.52,"[-1.55, 0.51]",0.838,0.788,0.29,9172.7,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.16, CI~95%~[-0.42, 0.1], pd = 89%, ps = 68.2%, BF~10~ = 0.09",-0.16,"[-0.42, 0.1]",0.89,0.682,0.09,11785.8,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.56, CI~95%~[-1.37, 0.24], pd = 90.6%, ps = 85.9%, BF~10~ = 0.32",-0.56,"[-1.37, 0.24]",0.906,0.859,0.32,11646.2,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.52, CI~95%~[-1.31, 0.28], pd = 90%, ps = 85%, BF~10~ = 0.31",-0.52,"[-1.31, 0.28]",0.9,0.85,0.31,11871.1,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.46, CI~95%~[-1.42, 0.46], pd = 83.3%, ps = 77.4%, BF~10~ = 0.26",-0.46,"[-1.42, 0.46]",0.833,0.774,0.26,12262.1,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.5, CI~95%~[-0.15, 1.11], pd = 94.1%, ps = 89.5%, BF~10~ = 0.37",0.5,"[-0.15, 1.11]",0.941,0.895,0.37,12270.7,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Age],"$\beta$ = -0.16, CI~95%~[-0.43, 0.1], pd = 88.1%, ps = 66.8%, BF~10~ = 0.09",-0.16,"[-0.43, 0.1]",0.881,0.668,0.09,14000.3,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.24, CI~95%~[-0.51, 0.04], pd = 96%, ps = 84.6%, BF~10~ = 0.2",-0.24,"[-0.51, 0.04]",0.96,0.846,0.2,14580,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.34, CI~95%~[-1.08, 0.41], pd = 81.8%, ps = 74.2%, BF~10~ = 0.19",-0.34,"[-1.08, 0.41]",0.818,0.742,0.19,12828.5,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.71, CI~95%~[-0.03, 1.42], pd = 97.2%, ps = 95.3%, BF~10~ = 0.81",0.71,"[-0.03, 1.42]",0.972,0.953,0.81,11702.4,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -1.1, CI~95%~[-2.02, -0.2], pd = 99.1%, ps = 98.6%, BF~10~ = 2.92",-1.1,"[-2.02, -0.2]",0.991,0.986,2.92,11886.3,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.32, CI~95%~[-0.86, 0.26], pd = 86.9%, ps = 78.1%, BF~10~ = 0.18",-0.32,"[-0.86, 0.26]",0.869,0.781,0.18,13400.6,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score],"$\beta$ = 0.43, CI~95%~[-0.51, 1.34], pd = 82.8%, ps = 76.7%, BF~10~ = 0.24",0.43,"[-0.51, 1.34]",0.828,0.767,0.24,8418.3,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.12, CI~95%~[-0.14, 0.39], pd = 81.7%, ps = 55.7%, BF~10~ = 0.07",0.12,"[-0.14, 0.39]",0.817,0.557,0.07,12748.5,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.43, CI~95%~[-0.28, 1.16], pd = 87.8%, ps = 81.3%, BF~10~ = 0.24",0.43,"[-0.28, 1.16]",0.878,0.813,0.24,12863.3,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.53, CI~95%~[-0.08, 1.22], pd = 94.8%, ps = 90.7%, BF~10~ = 0.4",0.53,"[-0.08, 1.22]",0.948,0.907,0.4,10021.1,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.7, CI~95%~[-0.43, 1.79], pd = 88.8%, ps = 85.2%, BF~10~ = 0.4",0.7,"[-0.43, 1.79]",0.888,0.852,0.4,12532.9,1
Laboratory and Cellular,Lymphocytes CD19+,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.48, CI~95%~[-1.06, 0.1], pd = 94.9%, ps = 90.9%, BF~10~ = 0.39",-0.48,"[-1.06, 0.1]",0.949,0.909,0.39,11918.7,1
Laboratory and Cellular,Lymphocytes CD19+,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.76, CI~95%~[-0.14, 1.68], pd = 95%, ps = 92.3%, BF~10~ = 0.59",0.76,"[-0.14, 1.68]",0.95,0.923,0.59,12298.1,1
Laboratory and Cellular,Lymphocytes CD19+,[Pathologies: Obesity (Yes)],"$\beta$ = 0.75, CI~95%~[-0.21, 1.7], pd = 94%, ps = 90.7%, BF~10~ = 0.49",0.75,"[-0.21, 1.7]",0.94,0.907,0.49,12420.9,1
Laboratory and Cellular,Lymphocytes CD3+,[Age],"$\beta$ = -0.21, CI~95%~[-0.48, 0.06], pd = 93.2%, ps = 78%, BF~10~ = 0.14",-0.21,"[-0.48, 0.06]",0.932,0.78,0.14,9765.8,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoS],"$\beta$ = 0.75, CI~95%~[-0.2, 1.76], pd = 93%, ps = 89.8%, BF~10~ = 0.47",0.75,"[-0.2, 1.76]",0.93,0.898,0.47,8951.3,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.58, CI~95%~[-1.35, 0.2], pd = 93.4%, ps = 89.2%, BF~10~ = 0.38",-0.58,"[-1.35, 0.2]",0.934,0.892,0.38,11342.4,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 1.08, CI~95%~[0.2, 1.95], pd = 99.2%, ps = 98.6%, BF~10~ = 2.6",1.08,"[0.2, 1.95]",0.992,0.986,2.6,10378.8,1.001
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoS] x [Sex: Female],"$\beta$ = -0.35, CI~95%~[-0.91, 0.26], pd = 88.1%, ps = 80.3%, BF~10~ = 0.21",-0.35,"[-0.91, 0.26]",0.881,0.803,0.21,9821.5,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoV] x [Age],"$\beta$ = 0.16, CI~95%~[-0.09, 0.41], pd = 89.8%, ps = 68.2%, BF~10~ = 0.09",0.16,"[-0.09, 0.41]",0.898,0.682,0.09,13062.3,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.44, CI~95%~[-1.19, 0.28], pd = 87.5%, ps = 81.9%, BF~10~ = 0.26",-0.44,"[-1.19, 0.28]",0.875,0.819,0.26,10145.2,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.43, CI~95%~[-0.3, 1.05], pd = 88.9%, ps = 83%, BF~10~ = 0.25",0.43,"[-0.3, 1.05]",0.889,0.83,0.25,10055.4,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV Severity Score],"$\beta$ = -0.9, CI~95%~[-1.77, -0.02], pd = 97.9%, ps = 96.3%, BF~10~ = 1.05",-0.9,"[-1.77, -0.02]",0.979,0.963,1.05,8838.1,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV Severity Score] x [Age],"$\beta$ = -0.23, CI~95%~[-0.58, 0.1], pd = 90.4%, ps = 77.4%, BF~10~ = 0.13",-0.23,"[-0.58, 0.1]",0.904,0.774,0.13,9331,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.77, CI~95%~[0.03, 1.49], pd = 98%, ps = 96.5%, BF~10~ = 1.08",0.77,"[0.03, 1.49]",0.98,0.965,1.08,10882.8,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.32, CI~95%~[-0.3, 0.93], pd = 84.8%, ps = 76.1%, BF~10~ = 0.18",0.32,"[-0.3, 0.93]",0.848,0.761,0.18,8665,1
Laboratory and Cellular,Lymphocytes CD3+,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.85, CI~95%~[-1.94, 0.17], pd = 94.4%, ps = 91.9%, BF~10~ = 0.63",-0.85,"[-1.94, 0.17]",0.944,0.919,0.63,11341.8,1
Laboratory and Cellular,Lymphocytes CD3+,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.52, CI~95%~[-1.39, 0.31], pd = 88.6%, ps = 83.4%, BF~10~ = 0.29",-0.52,"[-1.39, 0.31]",0.886,0.834,0.29,11179.7,1
Laboratory and Cellular,Lymphocytes CD3+,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.5, CI~95%~[-0.06, 1.06], pd = 95.9%, ps = 91.8%, BF~10~ = 0.42",0.5,"[-0.06, 1.06]",0.959,0.918,0.42,10533.9,1
Laboratory and Cellular,Lymphocytes CD3+,[Pathologies: Obesity (Yes)],"$\beta$ = -0.52, CI~95%~[-1.44, 0.38], pd = 86.7%, ps = 81.6%, BF~10~ = 0.29",-0.52,"[-1.44, 0.38]",0.867,0.816,0.29,11907.6,1
Laboratory and Cellular,Lymphocytes CD3+,[Sex: Female],"$\beta$ = 0.74, CI~95%~[0.28, 1.21], pd = 99.9%, ps = 99.7%, BF~10~ = 8.84",0.74,"[0.28, 1.21]",0.999,0.997,8.84,10505.5,1
Laboratory and Cellular,Lymphocytes CD4+,[Age],"$\beta$ = 0.15, CI~95%~[-0.1, 0.4], pd = 88.2%, ps = 66.1%, BF~10~ = 0.09",0.15,"[-0.1, 0.4]",0.882,0.661,0.09,11214.4,1
Laboratory and Cellular,Lymphocytes CD4+,[Education level: Linear],"$\beta$ = 1.09, CI~95%~[-1.44, 3.48], pd = 80.5%, ps = 78%, BF~10~ = 0.61",1.09,"[-1.44, 3.48]",0.805,0.78,0.61,9106,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Age],"$\beta$ = -0.24, CI~95%~[-0.6, 0.1], pd = 91%, ps = 77.5%, BF~10~ = 0.15",-0.24,"[-0.6, 0.1]",0.91,0.775,0.15,11052.7,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 1.07, CI~95%~[-1.27, 3.44], pd = 81%, ps = 78.5%, BF~10~ = 0.57",1.07,"[-1.27, 3.44]",0.81,0.785,0.57,7822.4,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.19, CI~95%~[-0.03, 0.41], pd = 95.4%, ps = 78.5%, BF~10~ = 0.15",0.19,"[-0.03, 0.41]",0.954,0.785,0.15,12072.4,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.86, CI~95%~[-1.6, -0.17], pd = 99.1%, ps = 98.1%, BF~10~ = 1.75",-0.86,"[-1.6, -0.17]",0.991,0.981,1.75,12580.2,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.31, CI~95%~[-0.4, 0.98], pd = 80.1%, ps = 71.4%, BF~10~ = 0.17",0.31,"[-0.4, 0.98]",0.801,0.714,0.17,12585.2,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.92, CI~95%~[0.05, 1.72], pd = 98.5%, ps = 97.3%, BF~10~ = 1.48",0.92,"[0.05, 1.72]",0.985,0.973,1.48,11975.8,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoV],"$\beta$ = 0.53, CI~95%~[-0.55, 1.59], pd = 83.5%, ps = 78.3%, BF~10~ = 0.29",0.53,"[-0.55, 1.59]",0.835,0.783,0.29,7892.4,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.17, CI~95%~[-0.42, 0.07], pd = 92.5%, ps = 73.3%, BF~10~ = 0.12",-0.17,"[-0.42, 0.07]",0.925,0.733,0.12,14926,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.43, CI~95%~[-1.13, 0.26], pd = 88.8%, ps = 82.7%, BF~10~ = 0.25",-0.43,"[-1.13, 0.26]",0.888,0.827,0.25,11265.5,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.49, CI~95%~[-0.34, 1.3], pd = 88.2%, ps = 83.1%, BF~10~ = 0.29",0.49,"[-0.34, 1.3]",0.882,0.831,0.29,12322.5,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.39, CI~95%~[-0.87, 0.11], pd = 94.2%, ps = 87.8%, BF~10~ = 0.29",-0.39,"[-0.87, 0.11]",0.942,0.878,0.29,14096.2,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score],"$\beta$ = -0.47, CI~95%~[-1.33, 0.4], pd = 85.4%, ps = 79.7%, BF~10~ = 0.26",-0.47,"[-1.33, 0.4]",0.854,0.797,0.26,8889.7,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score] x [Age],"$\beta$ = 0.26, CI~95%~[-0.06, 0.59], pd = 94%, ps = 82.6%, BF~10~ = 0.17",0.26,"[-0.06, 0.59]",0.94,0.826,0.17,10201.9,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.11, CI~95%~[-0.33, 0.13], pd = 82.1%, ps = 52.9%, BF~10~ = 0.06",-0.11,"[-0.33, 0.13]",0.821,0.529,0.06,14056.1,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.42, CI~95%~[-0.25, 1.11], pd = 88.7%, ps = 82.3%, BF~10~ = 0.23",0.42,"[-0.25, 1.11]",0.887,0.823,0.23,11967.4,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.42, CI~95%~[-1.02, 0.24], pd = 90%, ps = 84.2%, BF~10~ = 0.26",-0.42,"[-1.02, 0.24]",0.9,0.842,0.26,11733,1
Laboratory and Cellular,Lymphocytes CD4+,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.41, CI~95%~[-0.18, 0.99], pd = 92%, ps = 85.6%, BF~10~ = 0.26",0.41,"[-0.18, 0.99]",0.92,0.856,0.26,10401.8,1
Laboratory and Cellular,Lymphocytes CD4+,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.48, CI~95%~[-0.18, 1.23], pd = 91.5%, ps = 86.3%, BF~10~ = 0.3",0.48,"[-0.18, 1.23]",0.915,0.863,0.3,12774.5,1
Laboratory and Cellular,Lymphocytes CD4+,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.47, CI~95%~[-1.27, 0.32], pd = 87.8%, ps = 82.2%, BF~10~ = 0.26",-0.47,"[-1.27, 0.32]",0.878,0.822,0.26,13089.3,1
Laboratory and Cellular,Lymphocytes CD4+,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.33, CI~95%~[-0.22, 0.83], pd = 89%, ps = 80.4%, BF~10~ = 0.19",0.33,"[-0.22, 0.83]",0.89,0.804,0.19,12079.7,1
Laboratory and Cellular,Lymphocytes CD4+,[Sex: Female],"$\beta$ = 0.81, CI~95%~[0.39, 1.27], pd = 100%, ps = 99.9%, BF~10~ = 23.34",0.81,"[0.39, 1.27]",1,0.999,23.34,13177.8,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS],"$\beta$ = -0.46, CI~95%~[-1.38, 0.57], pd = 82.2%, ps = 76.3%, BF~10~ = 0.25",-0.46,"[-1.38, 0.57]",0.822,0.763,0.25,9838.4,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS] x [Age],"$\beta$ = 0.15, CI~95%~[-0.2, 0.5], pd = 80.5%, ps = 62.2%, BF~10~ = 0.09",0.15,"[-0.2, 0.5]",0.805,0.622,0.09,13026.4,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.36, 0.1], pd = 87.4%, ps = 62.3%, BF~10~ = 0.08",-0.14,"[-0.36, 0.1]",0.874,0.623,0.08,15437.1,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.74, CI~95%~[0.03, 1.46], pd = 97.5%, ps = 95.6%, BF~10~ = 0.89",0.74,"[0.03, 1.46]",0.975,0.956,0.89,14676.9,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.7, CI~95%~[-1.47, 0.03], pd = 96.8%, ps = 93.9%, BF~10~ = 0.6",-0.7,"[-1.47, 0.03]",0.968,0.939,0.6,13173.1,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.29, CI~95%~[-0.28, 0.86], pd = 84.4%, ps = 74.8%, BF~10~ = 0.16",0.29,"[-0.28, 0.86]",0.844,0.748,0.16,14103,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.13, CI~95%~[-0.38, 0.11], pd = 85.1%, ps = 59.5%, BF~10~ = 0.07",-0.13,"[-0.38, 0.11]",0.851,0.595,0.07,16326.5,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.31, CI~95%~[-0.97, 0.38], pd = 81.7%, ps = 72.9%, BF~10~ = 0.18",-0.31,"[-0.97, 0.38]",0.817,0.729,0.18,14370,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.61, CI~95%~[-0.2, 1.46], pd = 93.2%, ps = 89.3%, BF~10~ = 0.43",0.61,"[-0.2, 1.46]",0.932,0.893,0.43,12791.2,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.33, CI~95%~[-0.2, 0.83], pd = 89.8%, ps = 81.2%, BF~10~ = 0.2",0.33,"[-0.2, 0.83]",0.898,0.812,0.2,14370.9,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV Severity Score],"$\beta$ = 0.46, CI~95%~[-0.38, 1.35], pd = 85.5%, ps = 79.8%, BF~10~ = 0.25",0.46,"[-0.38, 1.35]",0.855,0.798,0.25,9716.2,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.32, CI~95%~[-0.97, 0.34], pd = 82.7%, ps = 74.1%, BF~10~ = 0.18",-0.32,"[-0.97, 0.34]",0.827,0.741,0.18,15052.8,1
Laboratory and Cellular,Lymphocytes CD4+5,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.55, CI~95%~[-1.11, -0.06], pd = 98.1%, ps = 95.8%, BF~10~ = 0.86",-0.55,"[-1.11, -0.06]",0.981,0.958,0.86,13436.2,1
Laboratory and Cellular,Lymphocytes CD4+5,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.41, CI~95%~[-0.32, 1.09], pd = 87.3%, ps = 80.9%, BF~10~ = 0.24",0.41,"[-0.32, 1.09]",0.873,0.809,0.24,13055.6,1
Laboratory and Cellular,Lymphocytes CD4+5,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.71, CI~95%~[-1.55, 0.13], pd = 95.4%, ps = 92.7%, BF~10~ = 0.61",-0.71,"[-1.55, 0.13]",0.954,0.927,0.61,15164.9,1
Laboratory and Cellular,Lymphocytes CD4+5,[Sex: Female],"$\beta$ = -0.3, CI~95%~[-0.76, 0.13], pd = 91.2%, ps = 81.9%, BF~10~ = 0.18",-0.3,"[-0.76, 0.13]",0.912,0.819,0.18,14771.4,1
Laboratory and Cellular,Lymphocytes CD56+,[Age],"$\beta$ = 0.2, CI~95%~[-0.04, 0.45], pd = 94.5%, ps = 79.4%, BF~10~ = 0.14",0.2,"[-0.04, 0.45]",0.945,0.794,0.14,11338.5,1
Laboratory and Cellular,Lymphocytes CD56+,[Education level: Cubic],"$\beta$ = 1.04, CI~95%~[-0.99, 3.08], pd = 83.6%, ps = 81.1%, BF~10~ = 0.59",1.04,"[-0.99, 3.08]",0.836,0.811,0.59,8656.7,1.001
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoS] x [Age],"$\beta$ = 0.15, CI~95%~[-0.17, 0.51], pd = 81.4%, ps = 62.4%, BF~10~ = 0.09",0.15,"[-0.17, 0.51]",0.814,0.624,0.09,11607.1,1
